draw,serial,26,1,0.26,4.60,4.95
draw,serial,26,1,0.26,4.34,4.68
draw,serial,26,1,0.25,4.34,4.68
limits,serial,26,1,0.00,1.49,1.50
limits,serial,26,1,0.00,1.49,1.50
limits,serial,26,1,0.00,1.49,1.50
draw,pthread,26,1,0.25,4.27,4.62
draw,pthread,26,1,0.26,4.35,4.69
draw,pthread,26,1,0.24,4.36,4.69
draw,pthread,26,2,0.30,4.33,2.43
draw,pthread,26,2,0.28,4.34,2.43
draw,pthread,26,2,0.28,4.36,2.43
draw,pthread,26,3,0.31,4.66,1.81
draw,pthread,26,3,0.32,4.65,1.81
draw,pthread,26,3,0.29,4.66,1.80
draw,pthread,26,4,0.32,4.72,1.41
draw,pthread,26,4,0.31,4.71,1.41
draw,pthread,26,4,0.31,4.72,1.41
draw,pthread,26,5,0.30,4.66,1.64
draw,pthread,26,5,0.32,4.66,1.65
draw,pthread,26,5,0.33,4.65,1.66
draw,pthread,26,6,0.32,4.70,1.47
draw,pthread,26,6,0.32,4.70,1.47
draw,pthread,26,6,0.34,4.70,1.47
draw,pthread,26,7,0.34,4.70,1.49
draw,pthread,26,7,0.34,4.70,1.49
draw,pthread,26,7,0.33,4.71,1.49
draw,pthread,26,8,0.32,4.73,1.46
draw,pthread,26,8,0.31,4.74,1.49
draw,pthread,26,8,0.32,4.72,1.48
draw,tbb,26,1,0.26,8.82,9.17
draw,tbb,26,1,0.26,8.75,9.11
draw,tbb,26,1,0.26,8.92,9.27
draw,tbb,26,2,0.31,9.00,4.77
draw,tbb,26,2,0.30,9.06,4.78
draw,tbb,26,2,0.28,9.07,4.78
draw,tbb,26,3,0.33,9.66,3.44
draw,tbb,26,3,0.30,9.71,3.45
draw,tbb,26,3,0.32,9.69,3.47
draw,tbb,26,4,0.33,9.81,2.66
draw,tbb,26,4,0.31,9.83,2.67
draw,tbb,26,4,0.33,9.82,2.66
draw,tbb,26,5,0.34,9.83,2.67
draw,tbb,26,5,0.35,9.81,2.68
draw,tbb,26,5,0.31,9.86,2.67
draw,tbb,26,6,0.35,9.84,2.74
draw,tbb,26,6,0.33,9.84,2.70
draw,tbb,26,6,0.32,9.86,2.67
draw,tbb,26,7,0.33,9.85,2.67
draw,tbb,26,7,0.33,9.88,2.69
draw,tbb,26,7,0.35,9.87,2.70
draw,tbb,26,8,0.36,9.85,2.70
draw,tbb,26,8,0.41,9.86,2.70
draw,tbb,26,8,0.33,9.87,2.70
limits,pthread,26,1,0.00,1.41,1.42
limits,pthread,26,1,0.00,1.41,1.41
limits,pthread,26,1,0.00,1.42,1.43
limits,pthread,26,2,0.00,1.47,0.74
limits,pthread,26,2,0.00,1.46,0.74
limits,pthread,26,2,0.00,1.46,0.74
limits,pthread,26,3,0.00,1.56,0.54
limits,pthread,26,3,0.00,1.56,0.53
limits,pthread,26,3,0.00,1.56,0.53
limits,pthread,26,4,0.00,1.57,0.41
limits,pthread,26,4,0.00,1.57,0.42
limits,pthread,26,4,0.00,1.58,0.41
limits,pthread,26,5,0.00,1.56,0.48
limits,pthread,26,5,0.00,1.56,0.48
limits,pthread,26,5,0.00,1.56,0.47
limits,pthread,26,6,0.00,1.57,0.43
limits,pthread,26,6,0.00,1.58,0.44
limits,pthread,26,6,0.00,1.58,0.43
limits,pthread,26,7,0.00,1.57,0.44
limits,pthread,26,7,0.00,1.58,0.43
limits,pthread,26,7,0.00,1.58,0.44
limits,pthread,26,8,0.00,1.58,0.43
limits,pthread,26,8,0.00,1.59,0.43
limits,pthread,26,8,0.01,1.58,0.42
limits,tbb,26,1,0.00,1.41,1.41
limits,tbb,26,1,0.00,1.41,1.42
limits,tbb,26,1,0.00,1.41,1.41
limits,tbb,26,2,0.00,1.46,0.74
limits,tbb,26,2,0.00,1.47,0.73
limits,tbb,26,2,0.00,1.47,0.73
limits,tbb,26,3,0.00,1.58,0.53
limits,tbb,26,3,0.00,1.58,0.53
limits,tbb,26,3,0.00,1.58,0.53
limits,tbb,26,4,0.00,1.59,0.40
limits,tbb,26,4,0.00,1.60,0.40
limits,tbb,26,4,0.00,1.59,0.40
limits,tbb,26,5,0.00,1.60,0.40
limits,tbb,26,5,0.00,1.59,0.40
limits,tbb,26,5,0.00,1.60,0.40
limits,tbb,26,6,0.01,1.60,0.41
limits,tbb,26,6,0.01,1.61,0.41
limits,tbb,26,6,0.00,1.60,0.41
limits,tbb,26,7,0.00,1.61,0.41
limits,tbb,26,7,0.00,1.61,0.41
limits,tbb,26,7,0.01,1.61,0.41
limits,tbb,26,8,0.00,1.61,0.41
limits,tbb,26,8,0.01,1.62,0.41
limits,tbb,26,8,0.02,1.61,0.41
draw,serial,26,1,0.26,4.20,4.54
draw,serial,26,1,0.24,4.22,4.55
draw,serial,26,1,0.27,4.19,4.55
limits,serial,26,1,0.00,1.40,1.40
limits,serial,26,1,0.00,1.40,1.41
limits,serial,26,1,0.00,1.40,1.40
draw,pthread,26,1,0.26,4.21,4.56
draw,pthread,26,1,0.27,4.21,4.57
draw,pthread,26,1,0.29,4.19,4.57
draw,pthread,26,2,0.30,4.33,2.43
draw,pthread,26,2,0.32,4.30,2.43
draw,pthread,26,2,0.31,4.32,2.43
draw,pthread,26,3,0.32,4.67,1.82
draw,pthread,26,3,0.33,4.65,1.82
draw,pthread,26,3,0.32,4.66,1.82
draw,pthread,26,4,0.34,4.70,1.43
draw,pthread,26,4,0.33,4.71,1.42
draw,pthread,26,4,0.35,4.69,1.42
draw,pthread,26,5,0.34,4.66,1.66
draw,pthread,26,5,0.34,4.66,1.64
draw,pthread,26,5,0.35,4.63,1.66
draw,pthread,26,6,0.36,4.68,1.51
draw,pthread,26,6,0.32,4.72,1.49
draw,pthread,26,6,0.33,4.71,1.48
draw,pthread,26,7,0.35,4.71,1.49
draw,pthread,26,7,0.36,4.69,1.49
draw,pthread,26,7,0.34,4.70,1.49
draw,pthread,26,8,0.38,4.68,1.46
draw,pthread,26,8,0.33,4.74,1.48
draw,pthread,26,8,0.33,4.73,1.45
draw,tbb,26,1,0.27,8.64,9.00
draw,tbb,26,1,0.31,8.59,9.01
draw,tbb,26,1,0.26,9.04,9.42
draw,tbb,26,2,0.32,9.58,5.10
draw,tbb,26,2,0.32,8.98,4.76
draw,tbb,26,2,0.30,9.00,4.76
draw,tbb,26,3,0.31,9.67,3.47
draw,tbb,26,3,0.32,9.65,3.44
draw,tbb,26,3,0.32,9.66,3.45
draw,tbb,26,4,0.34,9.80,2.66
draw,tbb,26,4,0.34,9.81,2.67
draw,tbb,26,4,0.35,9.80,2.66
draw,tbb,26,5,0.37,9.79,2.67
draw,tbb,26,5,0.37,9.81,2.67
draw,tbb,26,5,0.33,9.85,2.69
draw,tbb,26,6,0.31,9.87,2.69
draw,tbb,26,6,0.35,9.87,2.72
draw,tbb,26,6,0.34,9.85,2.69
draw,tbb,26,7,0.35,9.85,2.70
draw,tbb,26,7,0.35,9.86,2.70
draw,tbb,26,7,0.35,9.88,2.70
draw,tbb,26,8,0.42,9.83,2.70
draw,tbb,26,8,0.36,9.84,2.69
draw,tbb,26,8,0.34,9.88,2.71
limits,pthread,26,1,0.00,1.43,1.44
limits,pthread,26,1,0.00,1.40,1.41
limits,pthread,26,1,0.00,1.41,1.41
limits,pthread,26,2,0.00,1.45,0.73
limits,pthread,26,2,0.00,1.45,0.73
